nat_accounts_indicator,ppp_category,country,year,ppp_value
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Poland,2016,2.67891
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Poland,2017,2.88813
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Poland,2018,2.92144
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Poland,2019,3.00722
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Poland,2020,3.23033
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Poland,2021,3.30546
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Poland,2022,3.43539
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Sweden,2003,11.6782
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Sweden,2004,11.5039
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Sweden,2005,11.3153
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Sweden,2006,11.221
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Sweden,2007,11.1036
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Sweden,2008,10.5784
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Sweden,2009,11.0198
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Sweden,2010,11.0347
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Sweden,2011,10.9646
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Sweden,2012,10.7963
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Sweden,2013,10.7836
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Sweden,2014,11.4793
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Sweden,2015,11.7859
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Sweden,2016,11.956
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Sweden,2017,11.7738
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Sweden,2018,11.9072
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Sweden,2019,12.0871
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Sweden,2020,12.0246
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Sweden,2021,11.9573
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Sweden,2022,12.0859
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Slovakia,2003,0.840584
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Slovakia,2004,0.865403
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Slovakia,2005,0.837226
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Slovakia,2006,0.834368
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Slovakia,2007,0.839181
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Slovakia,2008,0.828216
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Slovakia,2009,0.810717
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Slovakia,2010,0.81253
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Slovakia,2011,0.870775
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Slovakia,2012,0.886833
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Slovakia,2013,0.897461
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Slovakia,2014,0.896781
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Slovakia,2015,0.900697
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Slovakia,2016,0.879976
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Slovakia,2017,0.913957
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Slovakia,2018,0.929154
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Slovakia,2019,0.955362
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Slovakia,2020,0.946568
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Slovakia,2021,0.953392
Purchasing power parities (EU27_2020=1),Food and non-alcoholic beverage,Slovakia,2022,1.01901
Purchasing power parities (EU27_2020=1),Clothing and footwear,Belgium,2003,1.06281
Purchasing power parities (EU27_2020=1),Clothing and footwear,Belgium,2004,1.05784
Purchasing power parities (EU27_2020=1),Clothing and footwear,Belgium,2005,1.07727
Purchasing power parities (EU27_2020=1),Clothing and footwear,Belgium,2006,1.07653
Purchasing power parities (EU27_2020=1),Clothing and footwear,Belgium,2007,1.07207
Purchasing power parities (EU27_2020=1),Clothing and footwear,Belgium,2008,1.08953
Purchasing power parities (EU27_2020=1),Clothing and footwear,Belgium,2009,1.10768
Purchasing power parities (EU27_2020=1),Clothing and footwear,Belgium,2010,1.11237
Purchasing power parities (EU27_2020=1),Clothing and footwear,Belgium,2011,1.08098
Purchasing power parities (EU27_2020=1),Clothing and footwear,Belgium,2012,1.08106
Purchasing power parities (EU27_2020=1),Clothing and footwear,Belgium,2013,1.10453
Purchasing power parities (EU27_2020=1),Clothing and footwear,Belgium,2014,1.07126
Purchasing power parities (EU27_2020=1),Clothing and footwear,Belgium,2015,1.0815
Purchasing power parities (EU27_2020=1),Clothing and footwear,Belgium,2016,1.09242
Purchasing power parities (EU27_2020=1),Clothing and footwear,Belgium,2017,1.03518
Purchasing power parities (EU27_2020=1),Clothing and footwear,Belgium,2018,1.04378
Purchasing power parities (EU27_2020=1),Clothing and footwear,Belgium,2019,1.05064
Purchasing power parities (EU27_2020=1),Clothing and footwear,Belgium,2020,1.02441
Purchasing power parities (EU27_2020=1),Clothing and footwear,Belgium,2021,1.01155
Purchasing power parities (EU27_2020=1),Clothing and footwear,Belgium,2022,1.01778
Purchasing power parities (EU27_2020=1),Clothing and footwear,Germany,2003,1.04691
Purchasing power parities (EU27_2020=1),Clothing and footwear,Germany,2004,1.03958
Purchasing power parities (EU27_2020=1),Clothing and footwear,Germany,2005,1.03195
Purchasing power parities (EU27_2020=1),Clothing and footwear,Germany,2006,1.02176
Purchasing power parities (EU27_2020=1),Clothing and footwear,Germany,2007,1.02308
Purchasing power parities (EU27_2020=1),Clothing and footwear,Germany,2008,0.983909
Purchasing power parities (EU27_2020=1),Clothing and footwear,Germany,2009,1.00696
Purchasing power parities (EU27_2020=1),Clothing and footwear,Germany,2010,1.00467
Purchasing power parities (EU27_2020=1),Clothing and footwear,Germany,2011,0.991172
Purchasing power parities (EU27_2020=1),Clothing and footwear,Germany,2012,1.00378
Purchasing power parities (EU27_2020=1),Clothing and footwear,Germany,2013,1.00645
Purchasing power parities (EU27_2020=1),Clothing and footwear,Germany,2014,0.984975
Purchasing power parities (EU27_2020=1),Clothing and footwear,Germany,2015,0.995121
Purchasing power parities (EU27_2020=1),Clothing and footwear,Germany,2016,1.00319
Purchasing power parities (EU27_2020=1),Clothing and footwear,Germany,2017,0.966621
Purchasing power parities (EU27_2020=1),Clothing and footwear,Germany,2018,0.972941
Purchasing power parities (EU27_2020=1),Clothing and footwear,Germany,2019,0.987719
Purchasing power parities (EU27_2020=1),Clothing and footwear,Germany,2020,0.979007
Purchasing power parities (EU27_2020=1),Clothing and footwear,Germany,2021,0.989672
Purchasing power parities (EU27_2020=1),Clothing and footwear,Germany,2022,0.990709
Purchasing power parities (EU27_2020=1),Clothing and footwear,Denmark,2003,8.16349
Purchasing power parities (EU27_2020=1),Clothing and footwear,Denmark,2004,8.16831
Purchasing power parities (EU27_2020=1),Clothing and footwear,Denmark,2005,8.9929
Purchasing power parities (EU27_2020=1),Clothing and footwear,Denmark,2006,8.82597
Purchasing power parities (EU27_2020=1),Clothing and footwear,Denmark,2007,8.60763
Purchasing power parities (EU27_2020=1),Clothing and footwear,Denmark,2008,9.06847
Purchasing power parities (EU27_2020=1),Clothing and footwear,Denmark,2009,9.25961
Purchasing power parities (EU27_2020=1),Clothing and footwear,Denmark,2010,9.15993
Purchasing power parities (EU27_2020=1),Clothing and footwear,Denmark,2011,9.23872
Purchasing power parities (EU27_2020=1),Clothing and footwear,Denmark,2012,9.14674
Purchasing power parities (EU27_2020=1),Clothing and footwear,Denmark,2013,9.13357
Purchasing power parities (EU27_2020=1),Clothing and footwear,Denmark,2014,9.83709
Purchasing power parities (EU27_2020=1),Clothing and footwear,Denmark,2015,9.8805
Purchasing power parities (EU27_2020=1),Clothing and footwear,Denmark,2016,9.64109
Purchasing power parities (EU27_2020=1),Clothing and footwear,Denmark,2017,10.1455
Purchasing power parities (EU27_2020=1),Clothing and footwear,Denmark,2018,10.1516
Purchasing power parities (EU27_2020=1),Clothing and footwear,Denmark,2019,9.83577
Purchasing power parities (EU27_2020=1),Clothing and footwear,Denmark,2020,10.0206
Purchasing power parities (EU27_2020=1),Clothing and footwear,Denmark,2021,9.9225
Purchasing power parities (EU27_2020=1),Clothing and footwear,Denmark,2022,9.91373
Purchasing power parities (EU27_2020=1),Clothing and footwear,Croatia,2003,0.926085
Purchasing power parities (EU27_2020=1),Clothing and footwear,Croatia,2004,0.923199
Purchasing power parities (EU27_2020=1),Clothing and footwear,Croatia,2005,1.01479
Purchasing power parities (EU27_2020=1),Clothing and footwear,Croatia,2006,1.03739
Purchasing power parities (EU27_2020=1),Clothing and footwear,Croatia,2007,1.08092
Purchasing power parities (EU27_2020=1),Clothing and footwear,Croatia,2008,1.00156
Purchasing power parities (EU27_2020=1),Clothing and footwear,Croatia,2009,1.00481
Purchasing power parities (EU27_2020=1),Clothing and footwear,Croatia,2010,0.954223
Purchasing power parities (EU27_2020=1),Clothing and footwear,Croatia,2011,0.992215
Purchasing power parities (EU27_2020=1),Clothing and footwear,Croatia,2012,0.936396
Purchasing power parities (EU27_2020=1),Clothing and footwear,Croatia,2013,0.899483
Purchasing power parities (EU27_2020=1),Clothing and footwear,Croatia,2014,0.945394
Purchasing power parities (EU27_2020=1),Clothing and footwear,Croatia,2015,0.944897
Purchasing power parities (EU27_2020=1),Clothing and footwear,Croatia,2016,0.951097
Purchasing power parities (EU27_2020=1),Clothing and footwear,Croatia,2017,0.932198
Purchasing power parities (EU27_2020=1),Clothing and footwear,Croatia,2018,0.924807
Purchasing power parities (EU27_2020=1),Clothing and footwear,Croatia,2019,0.915314
Purchasing power parities (EU27_2020=1),Clothing and footwear,Croatia,2020,0.927244
Purchasing power parities (EU27_2020=1),Clothing and footwear,Croatia,2021,0.919242
Purchasing power parities (EU27_2020=1),Clothing and footwear,Croatia,2022,0.961882
Purchasing power parities (EU27_2020=1),Clothing and footwear,Italy,2003,1.09527
Purchasing power parities (EU27_2020=1),Clothing and footwear,Italy,2004,1.11446
Purchasing power parities (EU27_2020=1),Clothing and footwear,Italy,2005,1.03957
Purchasing power parities (EU27_2020=1),Clothing and footwear,Italy,2006,1.05332
Purchasing power parities (EU27_2020=1),Clothing and footwear,Italy,2007,1.048
Purchasing power parities (EU27_2020=1),Clothing and footwear,Italy,2008,1.00159
Purchasing power parities (EU27_2020=1),Clothing and footwear,Italy,2009,1.01548
Purchasing power parities (EU27_2020=1),Clothing and footwear,Italy,2010,1.01225
Purchasing power parities (EU27_2020=1),Clothing and footwear,Italy,2011,1.03479
Purchasing power parities (EU27_2020=1),Clothing and footwear,Italy,2012,1.04202
Purchasing power parities (EU27_2020=1),Clothing and footwear,Italy,2013,1.04575
Purchasing power parities (EU27_2020=1),Clothing and footwear,Italy,2014,1.00225
Purchasing power parities (EU27_2020=1),Clothing and footwear,Italy,2015,1.0008
Purchasing power parities (EU27_2020=1),Clothing and footwear,Italy,2016,1.00501
Purchasing power parities (EU27_2020=1),Clothing and footwear,Italy,2017,0.986523
Purchasing power parities (EU27_2020=1),Clothing and footwear,Italy,2018,0.992486
Purchasing power parities (EU27_2020=1),Clothing and footwear,Italy,2019,0.991096
Purchasing power parities (EU27_2020=1),Clothing and footwear,Italy,2020,1.03226
Purchasing power parities (EU27_2020=1),Clothing and footwear,Italy,2021,1.03205
Purchasing power parities (EU27_2020=1),Clothing and footwear,Italy,2022,1.02172
Purchasing power parities (EU27_2020=1),Clothing and footwear,Poland,2003,3.3508
Purchasing power parities (EU27_2020=1),Clothing and footwear,Poland,2004,3.21696
Purchasing power parities (EU27_2020=1),Clothing and footwear,Poland,2005,4.34366
Purchasing power parities (EU27_2020=1),Clothing and footwear,Poland,2006,4.00688
Purchasing power parities (EU27_2020=1),Clothing and footwear,Poland,2007,3.69272
Purchasing power parities (EU27_2020=1),Clothing and footwear,Poland,2008,4.02997
Purchasing power parities (EU27_2020=1),Clothing and footwear,Poland,2009,3.77304
Purchasing power parities (EU27_2020=1),Clothing and footwear,Poland,2010,3.60539
Purchasing power parities (EU27_2020=1),Clothing and footwear,Poland,2011,3.97993
Purchasing power parities (EU27_2020=1),Clothing and footwear,Poland,2012,3.77453
Purchasing power parities (EU27_2020=1),Clothing and footwear,Poland,2013,3.60197
Purchasing power parities (EU27_2020=1),Clothing and footwear,Poland,2014,4.05753
Purchasing power parities (EU27_2020=1),Clothing and footwear,Poland,2015,3.89066
Purchasing power parities (EU27_2020=1),Clothing and footwear,Poland,2016,3.72603
Purchasing power parities (EU27_2020=1),Clothing and footwear,Poland,2017,4.13388
Purchasing power parities (EU27_2020=1),Clothing and footwear,Poland,2018,4.00502
Purchasing power parities (EU27_2020=1),Clothing and footwear,Poland,2019,3.93547
Purchasing power parities (EU27_2020=1),Clothing and footwear,Poland,2020,4.14125
Purchasing power parities (EU27_2020=1),Clothing and footwear,Poland,2021,4.10984
Purchasing power parities (EU27_2020=1),Clothing and footwear,Poland,2022,4.23465
Purchasing power parities (EU27_2020=1),Clothing and footwear,Sweden,2003,10.3863
Purchasing power parities (EU27_2020=1),Clothing and footwear,Sweden,2004,10.1779
Purchasing power parities (EU27_2020=1),Clothing and footwear,Sweden,2005,10.8543
Purchasing power parities (EU27_2020=1),Clothing and footwear,Sweden,2006,11.0493
Purchasing power parities (EU27_2020=1),Clothing and footwear,Sweden,2007,11.2063
Purchasing power parities (EU27_2020=1),Clothing and footwear,Sweden,2008,11.0908
Purchasing power parities (EU27_2020=1),Clothing and footwear,Sweden,2009,11.4213
Purchasing power parities (EU27_2020=1),Clothing and footwear,Sweden,2010,11.5562
Purchasing power parities (EU27_2020=1),Clothing and footwear,Sweden,2011,11.2494
Purchasing power parities (EU27_2020=1),Clothing and footwear,Sweden,2012,11.0628
Purchasing power parities (EU27_2020=1),Clothing and footwear,Sweden,2013,11.1465
Purchasing power parities (EU27_2020=1),Clothing and footwear,Sweden,2014,11.8761
Purchasing power parities (EU27_2020=1),Clothing and footwear,Sweden,2015,12.0664
Purchasing power parities (EU27_2020=1),Clothing and footwear,Sweden,2016,12.5281
Purchasing power parities (EU27_2020=1),Clothing and footwear,Sweden,2017,12.6792
Purchasing power parities (EU27_2020=1),Clothing and footwear,Sweden,2018,12.6969
Purchasing power parities (EU27_2020=1),Clothing and footwear,Sweden,2019,12.5264
Purchasing power parities (EU27_2020=1),Clothing and footwear,Sweden,2020,11.913
Purchasing power parities (EU27_2020=1),Clothing and footwear,Sweden,2021,12.327
Purchasing power parities (EU27_2020=1),Clothing and footwear,Sweden,2022,12.5189
Purchasing power parities (EU27_2020=1),Clothing and footwear,Slovakia,2003,1.13635
Purchasing power parities (EU27_2020=1),Clothing and footwear,Slovakia,2004,1.11847
Purchasing power parities (EU27_2020=1),Clothing and footwear,Slovakia,2005,1.02399
Purchasing power parities (EU27_2020=1),Clothing and footwear,Slovakia,2006,1.01808
Purchasing power parities (EU27_2020=1),Clothing and footwear,Slovakia,2007,1.02853
Purchasing power parities (EU27_2020=1),Clothing and footwear,Slovakia,2008,0.962771
Purchasing power parities (EU27_2020=1),Clothing and footwear,Slovakia,2009,0.961516
Purchasing power parities (EU27_2020=1),Clothing and footwear,Slovakia,2010,0.94425
Purchasing power parities (EU27_2020=1),Clothing and footwear,Slovakia,2011,0.918562
Purchasing power parities (EU27_2020=1),Clothing and footwear,Slovakia,2012,0.925059
Purchasing power parities (EU27_2020=1),Clothing and footwear,Slovakia,2013,0.933443
Purchasing power parities (EU27_2020=1),Clothing and footwear,Slovakia,2014,0.983978
Purchasing power parities (EU27_2020=1),Clothing and footwear,Slovakia,2015,0.995775
Purchasing power parities (EU27_2020=1),Clothing and footwear,Slovakia,2016,0.996349
Purchasing power parities (EU27_2020=1),Clothing and footwear,Slovakia,2017,0.980088
Purchasing power parities (EU27_2020=1),Clothing and footwear,Slovakia,2018,0.998731
Purchasing power parities (EU27_2020=1),Clothing and footwear,Slovakia,2019,1.00924
Purchasing power parities (EU27_2020=1),Clothing and footwear,Slovakia,2020,0.967852
Purchasing power parities (EU27_2020=1),Clothing and footwear,Slovakia,2021,0.97132
Purchasing power parities (EU27_2020=1),Clothing and footwear,Slovakia,2022,0.986974
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Belgium,2003,1.20304
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Belgium,2004,1.19673
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Belgium,2005,1.17653
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Belgium,2006,1.17331
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Belgium,2007,1.14878
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Belgium,2008,1.16778
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Belgium,2009,1.15748
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Belgium,2010,1.1584
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Belgium,2011,1.17971
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Belgium,2012,1.17081
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Belgium,2013,1.16557
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Belgium,2014,1.168
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Belgium,2015,1.17121
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Belgium,2016,1.20689
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Belgium,2017,1.22311
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Belgium,2018,1.23255
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Belgium,2019,1.22985
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Belgium,2020,1.20364
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Belgium,2021,1.2182
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Belgium,2022,1.26923
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Germany,2003,1.2663
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Germany,2004,1.25369
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Germany,2005,1.22856
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Germany,2006,1.21788
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Germany,2007,1.18812
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Germany,2008,1.17374
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Germany,2009,1.1806
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Germany,2010,1.16483
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Germany,2011,1.16709
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Germany,2012,1.16188
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Germany,2013,1.17177
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Germany,2014,1.17641
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Germany,2015,1.17868
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Germany,2016,1.17469
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Germany,2017,1.17531
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Germany,2018,1.15878
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Germany,2019,1.15511
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Germany,2020,1.15711
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Germany,2021,1.16024
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Germany,2022,1.1528
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Denmark,2003,11.9374
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Denmark,2004,11.3062
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Denmark,2005,11.2702
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Denmark,2006,11.1492
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Denmark,2007,11.018
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Denmark,2008,11.0759
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Denmark,2009,11.3414
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Denmark,2010,11.3823
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Denmark,2011,11.6771
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Denmark,2012,11.6632
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Denmark,2013,11.6409
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Denmark,2014,11.8762
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Denmark,2015,11.7074
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Denmark,2016,12.3401
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Denmark,2017,12.3077
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Denmark,2018,12.1289
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Denmark,2019,12.8371
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Denmark,2020,13.2389
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Denmark,2021,13.171
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Denmark,2022,14.4069
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Croatia,2003,0.492235
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Croatia,2004,0.499503
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Croatia,2005,0.504414
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Croatia,2006,0.484663
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Croatia,2007,0.481845
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Croatia,2008,0.48902
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Croatia,2009,0.476363
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Croatia,2010,0.493743
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Croatia,2011,0.478318
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Croatia,2012,0.498451
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Croatia,2013,0.493256
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Croatia,2014,0.477512
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Croatia,2015,0.458257
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Croatia,2016,0.456858
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Croatia,2017,0.440956
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Croatia,2018,0.440232
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Croatia,2019,0.440507
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Croatia,2020,0.43627
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Croatia,2021,0.443014
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Croatia,2022,0.460177
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Italy,2003,0.945366
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Italy,2004,0.95494
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Italy,2005,0.969243
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Italy,2006,0.9777
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Italy,2007,0.986786
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Italy,2008,0.984344
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Italy,2009,1.00393
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Italy,2010,0.991054
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Italy,2011,1.00561
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Italy,2012,1.01684
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Italy,2013,0.993909
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Italy,2014,1.056
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Italy,2015,1.0675
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Italy,2016,0.99969
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Italy,2017,0.986485
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Italy,2018,0.987142
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Italy,2019,0.985464
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Italy,2020,0.992601
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Italy,2021,0.980232
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Italy,2022,0.99417
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Poland,2003,1.6943
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Poland,2004,1.74815
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Poland,2005,1.736
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Poland,2006,1.70908
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Poland,2007,1.70406
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Poland,2008,1.68874
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Poland,2009,1.83022
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Poland,2010,1.75331
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Poland,2011,1.75438
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Poland,2012,1.69428
